,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
52717,gp:AOqpTOFuTDh8HVY1A-gUQ6vR4TMhwN3pIwvYpQhu6LSV1TqtCvAvBvOhLu7TS0jdg0_9doQ6qZCJC2hRmjOJC0I,Gregoire Mariethoz,https://play-lh.googleusercontent.com/-WdGb0IPPBZw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucld1mXV-QJc_LB3ITFwseHxTQtaNQ/photo.jpg,"This app is buggy and the time reporting is delayed and inaccurate. On some accounts it does not work at all, or I can only specify limits for individual apps. With my child it spontaneously unlocks once the time limit is reached! Resetting the entire phone or even changing phone does not help, meaning it is a problem with the accout. I often left feedback, but never got a reply. This indicates that the development of parental control applicationis not a priority, unfortunately.",1,95,1.70.0.Y.344120469,2021-01-18 19:15:26,,,most_relevant,com.google.android.apps.kids.familylink,this app is buggy and the time reporting is delayed and inaccurate on some accounts it does not work at all or i can only specify limits for individual apps with my child it spontaneously unlocks once the time limit is reached resetting the entire phone or even changing phone does not help meaning it is a problem with the accout i often left feedback but never got a reply this indicates that the development of parental control applicationis not a priority unfortunately,LOGIN_BUG,0.4430049996433298
56425,gp:AOqpTOGvmHOW9r2DJ2hLJQR7AFxGL15HwJ5JUtYcBVGCYxFMW9zrDAxUszbatl2fFFYQKSwGUswltvstScntjw,Demilo Dixon,https://play-lh.googleusercontent.com/a-/AOh14GhXkQvs3KjJGjXziZp6GCo6hgNOlVkzRvksGJfrh6k,"I have uninstalled and reinstalled this app, turned my phone off & back on, checked permissions in the app and from other accessibility settings in my Samsung device, I have forced stop, cleared cache, cleared data, signed out inside back in. It won't play a sound or locate my device it just says last location, even though location is turned on. I've also went into the Google account and revoked unknown apps permission and went through security and privacy and I have also made sure of it.😔",1,6,2.4.035,2021-01-31 16:00:37,,,newest,com.google.android.apps.adm,i have uninstalled and reinstalled this app turned my phone off  back on checked permissions in the app and from other accessibility settings in my samsung device i have forced stop cleared cache cleared data signed out inside back in it wont play a sound or locate my device it just says last location even though location is turned on ive also went into the google account and revoked unknown apps permission and went through security and privacy and i have also made sure of it,LOGIN_BUG,0.44373772346773505
56291,gp:AOqpTOGvmHOW9r2DJ2hLJQR7AFxGL15HwJ5JUtYcBVGCYxFMW9zrDAxUszbatl2fFFYQKSwGUswltvstScntjw,Demilo Dixon,https://play-lh.googleusercontent.com/a-/AOh14GhXkQvs3KjJGjXziZp6GCo6hgNOlVkzRvksGJfrh6k,"I have uninstalled and reinstalled this app, turned my phone off & back on, checked permissions in the app and from other accessibility settings in my Samsung device, I have forced stop, cleared cache, cleared data, signed out inside back in. It won't play a sound or locate my device it just says last location, even though location is turned on. I've also went into the Google account and revoked unknown apps permission and went through security and privacy and I have also made sure of it.😔",1,6,2.4.035,2021-01-31 16:00:37,,,most_relevant,com.google.android.apps.adm,i have uninstalled and reinstalled this app turned my phone off  back on checked permissions in the app and from other accessibility settings in my samsung device i have forced stop cleared cache cleared data signed out inside back in it wont play a sound or locate my device it just says last location even though location is turned on ive also went into the google account and revoked unknown apps permission and went through security and privacy and i have also made sure of it,LOGIN_BUG,0.44373772346773505
48352,gp:AOqpTOH2N7MR6BOC7Y25EZ6l_jxIy4iW7KXtZnzOCk5E1MKNu0mGBN6VSrvpwz-ryivlhc5PzzYrnhlD_R87FQ,Kevin Hines,https://play-lh.googleusercontent.com/-qqRASMbuM0E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckX-ThnKdPXtHgtj4i5OIGghgZ_mQ/photo.jpg,Enabling presence sensing in the Google Home app has caused both the Google Home and Nest apps to not be able to use Home/Away Assist or Home/Away routines (only one Pixel 3XL on my account and location permissions are set to high and neither app can tell when I am home or away). Nest app was working perfectly before enabling presence sensing. Would like to completely opt-out of presence sensing but there is no option (and support said they do not handle app issues).,3,9,2.31.1.7,2020-11-23 11:35:46,"Thanks for posting, Kevin — for better Home/Away assist experience with your Google Home, try toggling off and back on its settings and try rebooting all your devices and router after. Also, make sure your Google Home app is up-to-date. For more help, reach out to our support team: https://goo.gle/34H0zo1",2020-11-23 12:25:06,most_relevant,com.google.android.apps.chromecast.app,enabling presence sensing in the google home app has caused both the google home and nest apps to not be able to use homeaway assist or homeaway routines only one pixel 3xl on my account and location permissions are set to high and neither app can tell when i am home or away nest app was working perfectly before enabling presence sensing would like to completely optout of presence sensing but there is no option and support said they do not handle app issues,LOGIN_BUG,0.44389688392024024
38545,gp:AOqpTOGnONVm2jfJW52hKfhSXTH6W-sDx_vYIrwd6G2uiyeaOn9bZL3X8o6HqVkwlLXlT4MSwEuP2kKik2ZZweM,Jay T.,https://play-lh.googleusercontent.com/a-/AOh14Ggc1V9kFADhS3JbGsKL-qZOWEX3ImwLToBZDc_t,"At least give us the option to remove this suite from our devices not just rolling back updates, for those of us who don't need the accessibility and can hear and see just fine. I gave it two stars because it helps those who need it but it's bloatware for the rest of us.",2,5,6.2.0.199837370,2019-03-26 19:28:16,,,most_relevant,com.google.android.marvin.talkback,at least give us the option to remove this suite from our devices not just rolling back updates for those of us who dont need the accessibility and can hear and see just fine i gave it two stars because it helps those who need it but its bloatware for the rest of us,PERFORMANCE_BUG,0.4447356307591642
75545,gp:AOqpTOGXwwasGGcvDLcKIK0c3LUWTrp9s-HcuKebujaPFiCJ5xbwYYye_haf7RjY1YhLICkk5rctNFdI5OKZyA,Valeena Schmitt,https://play-lh.googleusercontent.com/a-/AOh14GjpVTYxrTQCrzCso5RpcHqrCqtsv_6btQO3jvv6fZU,"Another worthless app from Google- doesn't innovate, doesn't add ease of use, doesn't solve a problem. Why can't Google make Google Drive for files work like Google Photos for photos. This app is just as worthless as Google One. Google services are a convoluted mess. You'd think with all that data hoovering they'd figure out how to make seamless user app experience. People are tired of Google missing the mark on user experience; maybe because of false sense infallibility. GOOGLE'S hype RIP",1,16,1.0.346212449,2020-12-15 10:53:40,"Hi Valeena. We are sorry to hear about your experience. We're always looking for ways to make the app more useful and your feedback is super helpful. Appreciate your patience!
",2020-12-15 11:01:20,most_relevant,com.google.android.apps.nbu.files,another worthless app from google doesnt innovate doesnt add ease of use doesnt solve a problem why cant google make google drive for files work like google photos for photos this app is just as worthless as google one google services are a convoluted mess youd think with all that data hoovering theyd figure out how to make seamless user app experience people are tired of google missing the mark on user experience maybe because of false sense infallibility googles hype rip,UI_BUG,0.44501118613924223
36342,gp:AOqpTOG3wvjgFgdxwgk-IkQKa2pToI9kSoNzptu7RleZ_B38FPhaNG5o-uJlMBNqWOgXVyqW6RBZEOK_PZ3p1w,Kevin Rooney,https://play-lh.googleusercontent.com/a-/AOh14Gj8CZq7GQfFqb-lntcOQEf1mX8z0JBY-mORObAO0w,"I like this app a lot for collaboration. It could use to be more feature rich. Be aware if you sign out of all of your apps in a Chrome browser to include signing out of Google Keep, it will cause your phone's installation of keep to stop syncing without uninstalling and restarting your phone.",3,2,5.20.461.01.40,2020-12-07 13:39:50,,,most_relevant,com.google.android.keep,i like this app a lot for collaboration it could use to be more feature rich be aware if you sign out of all of your apps in a chrome browser to include signing out of google keep it will cause your phones installation of keep to stop syncing without uninstalling and restarting your phone,LOGIN_BUG,0.4453519341597522
74288,gp:AOqpTOGVJxsRvQAjHHd4aSsnVW52Lv9gUBDrGvhu2BooB_PRbClEeRgWqGjURsxjN01Y8pq2_iu5lrU4isGnsDM,Alllen Star,https://play-lh.googleusercontent.com/a-/AOh14GhW2t-seUmzzh9BtvCwGBtvu6ydD8eXZS5p1CCg,"Iy is a good app, sure, but as a content creator like me, needing to ""verify your account from your computer"" is stupid, what jf someone doesn't habe a computer, like i said, stupid idea, but the rest of the app is good.",1,4,21.02.101,2021-02-02 17:09:16,,,most_relevant,com.google.android.apps.youtube.creator,iy is a good app sure but as a content creator like me needing to verify your account from your computer is stupid what jf someone doesnt habe a computer like i said stupid idea but the rest of the app is good,LOGIN_BUG,0.4454884915516274
74449,gp:AOqpTOGVJxsRvQAjHHd4aSsnVW52Lv9gUBDrGvhu2BooB_PRbClEeRgWqGjURsxjN01Y8pq2_iu5lrU4isGnsDM,Alllen Star,https://play-lh.googleusercontent.com/a-/AOh14GhW2t-seUmzzh9BtvCwGBtvu6ydD8eXZS5p1CCg,"Iy is a good app, sure, but as a content creator like me, needing to ""verify your account from your computer"" is stupid, what jf someone doesn't habe a computer, like i said, stupid idea, but the rest of the app is good.",1,4,21.02.101,2021-02-02 17:09:16,,,newest,com.google.android.apps.youtube.creator,iy is a good app sure but as a content creator like me needing to verify your account from your computer is stupid what jf someone doesnt habe a computer like i said stupid idea but the rest of the app is good,LOGIN_BUG,0.4454884915516274
29983,gp:AOqpTOGkjl7cJa-y6gkTv14BJCJEwSE0NrJlyPUbxSIuKKOhYo-bV9jEM7QMR91DO0Yf7uZE8fpqMvTw1Rc,Emily Orton,https://play-lh.googleusercontent.com/-KhAwRb3Pfmo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckm5CdbGXYeTpqNsPb_EegBuLOV3g/photo.jpg,"Very unhappy about this app closing down. You could close it down, and it would play in the background. As usual, the replacement YouTube Music will not allow you to play in the background and use other apps without saying. Not everyone can afford to subscribe to premium accounts. Not everyone WANTS to upgrade either. Would much rather be able to stick with this app. This app was brilliant!",1,682,8.28.8916-1.V,2020-11-16 20:53:39,,,most_relevant,com.google.android.music,very unhappy about this app closing down you could close it down and it would play in the background as usual the replacement youtube music will not allow you to play in the background and use other apps without saying not everyone can afford to subscribe to premium accounts not everyone wants to upgrade either would much rather be able to stick with this app this app was brilliant,LOGIN_BUG,0.44591377548835376
20479,gp:AOqpTOGO69YP2PKTQ1NwesJZkkcinKM8FU-SxlODariWXWNogu8J8ZISXZHQIJsx8GJtkcAvYUHsow__xGFx6pc,P. Zach Ali,https://play-lh.googleusercontent.com/a-/AOh14GgVeQfAQDD6SPU1f01mc2K4VeNtn0I28QYiSNYPwjY,"The Camera Application is easy to use and provides substantial options, settings and functionality. However, the Camera on Pixel 2 has repeatedly crashed for me over the past 7-8 months. Although Google offered to replace the phone, I would be without a phone for 15-20 days. I am ok without my phone, but I have (3) kids under the age of 5- and communication between my wife, nanny, and I cannot be disrupted for such a long period. I am truly frustrated.",3,5,6.2.030.244457635,2019-07-23 18:22:24,,,most_relevant,com.google.android.GoogleCamera,the camera application is easy to use and provides substantial options settings and functionality however the camera on pixel 2 has repeatedly crashed for me over the past 78 months although google offered to replace the phone i would be without a phone for 1520 days i am ok without my phone but i have 3 kids under the age of 5 and communication between my wife nanny and i cannot be disrupted for such a long period i am truly frustrated,PERFORMANCE_BUG,0.44603993650631607
52918,gp:AOqpTOF0TcZoc_FQtbo-D-LB48ynL1F1YmoPmB_YyA6VO-vrtdAnAhF7idR7LV-cGlHan851jyBBMcqPl59Uv0s,Gabbi Lizarraga Bernal,https://play-lh.googleusercontent.com/-TqEz7fLauB8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckSoe8mA9COWjnpny2bSxCU9sw5OQ/photo.jpg,Our child always figures out a way to edit the limits we set and also cancels his bed time. Both my husband and I thought that he was using our phones to make changes but we both have changed our passwords so he can't. He figured out that if you shut the phone down multiple times it let's him back in even after his limits lock the phone. I had to put a password upon start up on his phone for this very reason. Point of the story we will have to purchase an actual app. Good for younger kids.,2,13,1.70.0.Y.344120469,2020-12-29 05:27:24,,,most_relevant,com.google.android.apps.kids.familylink,our child always figures out a way to edit the limits we set and also cancels his bed time both my husband and i thought that he was using our phones to make changes but we both have changed our passwords so he cant he figured out that if you shut the phone down multiple times it lets him back in even after his limits lock the phone i had to put a password upon start up on his phone for this very reason point of the story we will have to purchase an actual app good for younger kids,LOGIN_BUG,0.4462066114958674
